processed,labels
least 19 people killed near syrian capital  including six children hours suspected chemical gas attack left dozens dead khan sheikhun tags syria damascus rebels douma ghouta airstrikes least 19 civilians killed heavy aerial bombardment several opposition-held towns east syrian capital  monitoring group said six children among dead eastern ghouta largest rebel bastion near damascus syrian observatory human rights confirmed `` series airstrikes throughout day death toll  still rise '' britain-based group added civilians died jisreen kafr batna largest towns eastern ghouta douma half dozen wounded children seen sitting floor makeshift clinic caked dust blood awaited treatment afp photographer douma reported fourteen victims died airstrikes area opposition-held towns hammuriyah saqba another afp photographer saqba reportedly saw residents scrambling rubble clouds dust tossing debris aside searched signs life observatory said s bombardment brought 49 number killed eastern ghouta two days attacks `` fierce artillery shelling airstrikes since yesterday 165 people total wounded '' observatory chief rami abdel rahman said eastern ghouta devastating government siege since 2012 targeted regularly air strikes artillery last remaining opposition stronghold near damascus string local `` reconciliation deals '' seen villages towns brought back control president bashar al-assads government hundreds people killed eastern ghouta chemical weapons strikes allegedly carried government troops  2013  least 58 people killed suspected chemical attack northwestern syrian town khan sheikhun according observatory dozens suffered respiratory problems symptoms including vomiting fainting foaming mouth monitor dors scene said people killed millions displaced since syrias war started 2011 brutal repression anti-government protests,0
salvo us cruise missiles severely damaged syrian regime airbase used launchpad devastating chemical attack opposition village idlib tags shayrat cruise missiles us homs idlib khan sheikhun fifty nine us cruise missiles struck syrian regime airbase homs province early  morning appears caused severe damage infamous military site shayrat airfield allegedly launch pad devastating chemical attack idlib village left hundred civilians dead including scores women children potent symbol regime oppression airfield used countless air raids civilian targets second largest airbase syria appears inoperable sustaining severe damage tomahawk cruise missiles launched two us destroyers `` aircraft located damaged say completely destroyed '' regime tv reported state news agency sana said six people killed attack pro-regime media reported 15 regime fighter planes destroyed syrian observatory human rights said sukhoi-22s sukhoi-24s mig-23s based click enlarge russia given prior warning us likely prevented killing large numbers air ground crew appears cht missiles dozens regime personnel reported killed injured attack damage air defences housing officers fuel depot according observatory although appears airfield longer used bombings regime planes regime still many options russia still maintains huge hmeimem airbase latakia brief lull regime bombing still provide relief civilians idlib read also,1
airstrike russian warplanes  killed 18 people including five children two women rebel stronghold urom al-joz syrias idlib province tags syria idlib airstrike russian human rights homs bombing islamic state least 18 civilians including five children two women killed airstrike syrias northwestern province idlib  syrian observatory human rights reported earlier death toll strike rebel stronghold urum al-joz reported 15 people killed three died sustaining serious injuries names 18 killed listed ariha today activist group said death toll likely rise many wounded remain critical conditions britain-based observatory said strike likely carried russian war jets operate support syrian regime observatory relies network sources inside syria information says determines whose planes carry raids according type location flight patterns munitions used idlib province controlled rebel alliance includes former al-qaeda affiliate jabhat fateh al-sham regularly targeted syrian regime russian ally earlier week suspected chemical attack hit town khan sheikhun idlib killing least 87 civilians including 31 children much international community accused bashar al-assads regime responsibility attack though damascus involved responsibility khan sheikhun strike prompted washington take first direct military action assads regime missile strikes central air base  morning return moscow announced would ramp air defences syria attempt show tough line us actions bus bombing homs province also  syrian state tv reported bomb exploded aboard bus carrying workers near central city homs killing woman wounding 25 gave details explosion governor homs province talal barrazi told ap bomb placed inside bus transports workers private factory observatory confirmed woman killed blast saying also wounded 20 people immediate claim responsibility attack jabhat fateh al-sham islamic state group carried similar attacks past people killed syria since conflict began  2011 anti-government demonstrations read also,1
british scientists concluded sarin sarin-like substance used chemical attack syria ambassador united nations said  tags syria russia chemical attack british scientists said sarin sarin-like substance used suspected chemical attack syria british ambassador united nations said  `` samples obtained khan sheikhun '' attack took place `` tested positive nerve agent sarin sarin-like substance '' ambassador matthew rycroft told un security council pinning blame regime bashar al-assad `` united kingdom therefore shares us assessment highly likely regime responsible sarin attack khan sheikhun 4th  '' ambassador matthew rycroft told un security council  similar results confirmed turkish health officials said post-mortem tests victims suspected attack concluded deadly sarin nerve agent used results came analysis blood urine samples casualties attack idlib province brought turkey treatment three died hospital least 87 people including 31 children died suspected attack west blames syria president bashar al-assads forces however russias deputy ambassador vladimir safronkov cast doubt british findings saying `` amazed conclusion '' `` one yet visited site '' asserted `` know '' russia key ally syrias bashar al-assad called thorough investigation organisation prohibition chemical weapons opcw allegations chemical weapons use khan sheikhun  moscow vetoed draft un resolution demanding syrian government cooperate investigation attack describing measure `` unacceptable '',1
fresh fighting shook aleppo  rebels battled break siege city syrian regime fresh fighting shook aleppo  rebels battled break siege city syrian regime accused washington using starvation weapon war opposition fighters unleashed barrage rockets government-held western side divided city  announced major offensive aimed reopening vital supply lines `` days open way besieged brothers '' rebel commander abu mustafa told afp rebel fire killed least 21 civilians including two children according syrian observatory human rights `` fighting continues western outskirts aleppo rebels making advances '' british-based monitoring group network sources ground said  1500 fighters provinces aleppo idlib west attacking government-controlled districts city along front stretching 15 kilometres nine miles said observatory reported russian air raids aleppos western front lines said halt moscows aerial bombing rebel-held east city holding afp correspondent visited dahiyet al-assad rebels seized ground  saw deserted streets extensive damage buildings airstrikes artillery fire hit area fierce fighting shelling car bombs killed least 18 regime forces allied fighters  according observatory unable provide toll rebels people live government siege eastern half aleppo army began operation retake several weeks ago syrias second city aleppo devastated heaviest fighting five-year civil war began anti-government protests since killed people much once-bustling economic hub reduced rubble air artillery bombardment including barrel bombs crude unguided explosive devices cause indiscriminate damage,1
state media says rebel forces hit school government-controlled west aleppo day dozens children killed airstrikes school idlib tags aleppo idlib syria education children least six children killed 15 injured rebel rocket attacks government-held west aleppo city  day deadly airstrikes school complex idlib left 35 people including 22 children dead rocket fire aleppo hit two neighbourhoods west city one attacks striking school `` three children killed 14 students injured terrorist rocket attack national school shahba neighbourhood aleppo '' state news agency sana reported added attack also damaged school second rocket attack hit house hamdaniyeh neighbourhood killing three brothers injuring fourth sana said two neighbourhoods west city roughly divided since mid-2012 rebels seized eastern half syrian rebels regularly target west aleppo airstrikes civilian deaths result strikes uncommon recently  13 syrian state media reported four people killed rebel shelling school sulemaniyeh district west aleppo since late  syrian regime forces backed russia embarked intense aerial ground campaign aimed recapturing east aleppo hundreds people killed attacks also targeted hospitals water infrastructures area according save children 4200 schools syria damaged destroyed militarised used detention centres converted shelters internally displaced near six years conflict  2015 humanitarian organisation reported half attacks schools worldwide 20 occurred syria  un childrens agency unicef said 22 children killed along six teachers airstrikes school rebel-held idlib province strikes carried either russian syrian warplanes according syrian observatory human rights hit village hass moscow denied involvement raids british-based observatory network sources syria gave toll 36 dead among 15 children four teachers incident prompted outrage unicef director anthony lake `` tragedy outrage deliberate war crime '' said adding school complex hit repeatedly read also stop draining blood syrians un official pleads outside damascus meanwhile least eight people killed  government shelling douma rebel-held eastern ghouta region observatory said douma regularly targeted government fire recent months regime forces waged offensive area also siege since 2000 people killed syria since conflict began  2011 anti-government protests read also,0
airstrikes targeting school complex town hass idlib province around noon   deadliest attack school since syrias conflict began un childrens agency unicef said  airstrikes targeting school syrias rebel-held northern idlib province early   deadliest attack school since syrias conflict began nearly six years ago first responders syrian civil defence syrian observatory human rights reported 35 people killed attack struck school complex village hass around midday  children gathered outside preparing return home among dead 22 children unicef executive director anthony lake called airstrikes `` outrage '' tantamount war crime '' syrian civil defence white helmets said attack constituted double tap occurs warplane carries initial bombing raid target waits either signs survivors rescue workers arrive executing second consequent attacks `` one rocket hit entrance school students leaving go home school administration decided end classes day raids '' said local activist speaking afp condition anonymity idlib province controlled army conquest alliance rebel groups extremists including fateh al-sham front changed name al-nusra front breaking ties al-qaeda earlier year last week syrian russian airstrikes aleppo temporarily calmed amid russian-proposed humanitarian ��pause city airstrikes rebel positions increased idlib syrian regime seeks stymie opposition gains province seven days airstrikes across northwestern province left 75 civilians dead another 150 wounded according syrian observatory human rights click enlarge read also,0
warplanes either russia syrian carried six strikes village hass including school complex monitor said airstrikes syrias rebel-held idlib province hit school surrounding area  killing least 26 civilians including many children monitor activists said syrian observatory human rights said `` warplanes either russia syrian carried six strikes '' village hass including school complex britain-based observatory monitors syrias five-year conflict said least 11 children among 26 civilians killed complex 3 schools targeted many airstrikes including double tap initial reports 20+ killed many injured white helmets civil defence group released pictures four rescue workers clambering mound rubble search survivors said `` double-tap '' strike school raids hit hass around 11 gmt activist opposition idlib media centre told afp `` one rocket hit entrance school students leaving go home school administration decided end classes day raids '' activist said speaking condition anonymity activists province circulated photograph social media childs arm seared elbow still clutching strap dusty black rucksack shaky video footage depicted rescue workers sprinting towards site raids pulling frail elderly man collapsed building authenticity pictures footage could independently verified syrian government forces russian ally criticised rights groups indiscriminate attacks civilian infrastructure intentional attack leading opposition group condemned raids istanbul-based national coalition said russian regime warplanes `` targeted children schools deliberately intentionally hitting civilians high-explosive material '' idlib province controlled army conquest alliance rebel groups extremists including fateh al-sham front changed name al-nusra front breaking ties al-qaeda earlier year syrian russian warplanes regularly bomb idlib airstrikes intensified recent weeks according observatory seven days airstrikes across northwestern province left 75 civilians dead another 150 wounded said syrias conflict erupted  2011 protests calling ouster president bashar al-assad since evolved multi-front war pitting extremists rebels government forces kurdish militia people killed millions forced flee homes read also,0
syrian regime forces allegedly dropped six barrel bombs containing chlorine village near hama  france britain called un sanctions regime tags syria chlorine chemical weapons hama abu shadi al-hamwi al-latamineh woman child killed twenty civilians including children treated asphyxiation  evening following believed chlorine gas attack carried syrian regime near hama youtube footage first-hand eyewitness accounts report six barrel bombs allegedly filled chlorine dropped russian-made helicopter village al-latamineh northwest hama `` regime helicopter dropped six barrels containing poisonous chlorine gas city al-latamineh '' abu shadi al-hamwi local media activist told new arab `` one woman one children killed rocket attack regime forces al-latamineh dozens others wounded '' `` chlorine attack injured five civilians one family including children suffered shortness breath vomiting nausea '' youtube footage showing three barrel bombs dropped russian-made helicopter also uploaded independent media group syrian centre events 1850 syrian time,0
least 16 civilians three children killed waves air raids syrian regime war planes opposition-held idlib province tags syria idlib regime airstrikes kafr takharim khan sheikhun sixteen civilians including three children killed  following heavy bombardments rebel-held town northern syria monitoring group said khan sheikhun idlib province suffered series air strikes killed seven people including two women child syrian observatory human rights said clear whether attacks carried either syrian russian war planes another seven people including four women two children killed raids kafr takharim north province raids hit three residential buildings local government building stadium shortly midnight afps correspondent town said morning rescue workers still trying pull bodies rubble `` sisters house standing right dhter dead along another family '' abu mohammad told afp `` military base military positions outside town '' devastated man said another man woman killed rocket fire nearby town kafr awid idlib province controlled jaish al-fatah alliance rebel groups militants including fateh al-sham front changed name al-nusra front breaking ties al-qaeda according syrian observatory heavy bombardment battered northwest province recent days since  bombing killed 44 civilians including 11 women nine children one rescue worker syrias conflict broke  2011 anti-government protests since evolved all-out war pitting rebels regime forces kurds militants,1
russia accused belgium killing civilians aleppo partaking coalition strikes tags belgium syria coalition air raids strikes aleppo russia accused belgium member us-led coalition fighting militants syria killing six civilians airstrikes aleppo region claim swiftly denied brussels `` six people killed four people injured various degrees result bombing destroyed two homes '' village hassajik aleppo region early  russian defence ministry said statement `` two belgiums f-16s identified time region '' said late  `` russian syrian air force planes region '' belgian defence ministry spokeswoman laurence mortier denied countrys air force active area time moscow announced  russian syrian air forces stopped bombing aleppo pave way eight-hour truce  russian foreign ministry spokeswoman ia zakharova took jab united states  calling state department release statements `` strongly condemning strikes civilian targets murder civilians '' `` think photographs dead difficult find launch appropriate campaign cnn '' wrote facebook brutal government offensive rebel-held eastern aleppo destroyed hospitals civilian infrastructure plunged syria worst violence five-year war claimed lives west accused russia potential war crimes bombing campaign aleppo support regime offensive us state department voiced scepticism regarding moscows planned truce welcoming halt bombardments president vladimir putin set face western pressure conflicts syria ukraine international talks berlin  russia comes increasing criticism support damascus russian airstrikes killed thousands civilians since moscow intervened  2015 us-led coalition strikes also claimed hundreds civilian lives parts syria according report syrian network human rights   coalition strikes targeting mainly is-held areas eastern northern syria killed 649 civilians since  2014 read also,1
least 45 people killed aleppo last 24 hours according monitors high-level diplomatic talks weekend failing curb bloodshed tags aleppo syria united states russia least 12 civilians killed airstrikes rebel-held east aleppo district jeh  bringing number killed 24 hours bombardment battleground city 45 syrian observatory human rights reported five dead children  zouhir al-shimale new arabs correspondent east aleppo reported 15 people killed following attack ket ferdous neighbourhood east aleppo two buildings collapsed said al-shimale public ket used completely destroyed airstrikes rebel-held east aleppo intensified since us-russian brokered ceasefire collapsed  resulting fresh regime assault city global outrage humanitarian situation rebel held aleppo residents face regime-enforced siege lead united states state reconsider prospect military intervention syria aftermath airstrike ferdous neighbourhood east aleppo  zouhir al-shimale speaking  us secretary state john kerry said us discussing every mechanism available us havent seen big appetite anyone europe go war kerry also met british foreign secretary boris johnson london stating us considering new sanctions syrian regime  meeting kerry russian foreign minister sergei lavrov lasted four hours ended without clear progress speaking talks kerry said intention find something works military action,0
least 20 people killed car bomb blast  opposition checkpoint azaz aleppo province close border turkey local sources said tags syria aleppo azaz rebels car bomb islamic state least 20 people killed car bomb blast opposition checkpoint northern syrian province aleppo  local sources said blast hit near town azaz close border turkey local activist mohammad al-halabi told new arab adding rebels manning checkpoint civilians waiting get killed syrian observatory human rights said least 14 dead rebels attack also injured dozens monitor said toll could rise number people serious wounds checkpoint run shamiya front rebel group active aleppo province road bab al-salama crossing blast caused huge devastation injured taken across border nearby turkish hospitals mohammad al-halabi added group claimed responsibility attack al-halabi believes bares hallks islamic state group regularly targeted rebel factions bomb attacks including  6 attack border crossing neighbouring idlib province killed 29 rebels people killed syria since conflict began anti-government protests  2011,1
civilians rebel-held east aleppo continue face relentless bombardment elsewhere purported deal reached see rebels evacuated idlib damascus suburb qudsaya dozen airstrikes carried overnight rebel-held districts east aleppo amid ongoing bombardment area syrian regime russian warplanes syrian civil defence white helmets reported  13 people killed 25 injured airstrikes defence teams still looking rubble survivors relentless bombardment according halab today tv station cluster munitions deployed east aleppo syrian observatory human rights also said clashes taken place pro-regime forces rebels aleppos northern suburbs 350 civilians killed east aleppo since us-russian brokered ceasefire collapsed  19 according uk-based monitor international meeting headed us russia set take place lausanne  aimed curbing deadly violence syria particular focus aleppo life rebel-held districts city described `` merciless abyss humanitarian catastrophe '' elsewhere syria observatory reported government bombardment rebel positions daraa hama idlib homs provinces another evacuation deal damascus meanwhile damascus reports emerged deal reached syrian regime rebel fighters suburb qudsaya see 150 rebels families leave area transferred north-western province idlib rebels set hand light weapons regime authorities  transported away area  manner similar deals taken place previously year suburbs damascus daraya moadamiyeh al-waer neighbourhood homs read also,1
intense bombing rebel-held areas aleppo resumed uk mps consider whether investigate possible russian war crimes syria tags aleppo syria uk russia uk parliament bustan al-qasr russian forces returned intense aerial bombardment rebel-held eastern aleppo  several days relative calm local residents said `` pretty calm previous days said abd abu al-nasr resident aleppos bustan al-qasr district told new arab `` morning pretty bad warplanes cannon artillery shelling neighbourhood least eight died including two children bombing still around us warplanes still flying '' syrian observatory human rights confirmed reports bombing local journalist zouhir al-shimale placed death toll air raids 50 another resident living citys ferdous neighbourhood reported bombing hit area close sprawling residential area following attack local schools shops closed last week syrian regime russian ally appeared scale air raids aleppo hundreds killed week intense bombing according syrian regime lull violence allow civilians `` escape '' rebel-held neighbourhoods damascus claimed opposition fighters city allowed leave families put weapons opposition groups dismissed offer `` trickery '' syrian regime made key aim recapturing aleppo stronghold anti-assad sentiments russia carried airstrikes city recently built forces syria following collapse recent ceasefire broke following bombing aid convoy moscows air campaign syria drawn heavy international criticism including accusations war crimes  uk parliament convened emergency debate humanitarian situation aleppo meeting saw several british lawmakers call alleged russian war crimes investigated `` case russia syria clear backed firm evidence uk government must add weight calls already made france us icc international criminal court investigation '' said welsh nationalist mp hywel williams `` plaid cymru voted bombing syria told bombing would carefully controlled exclude danger civilians clear neither russia syria taking precautions `` indeed seems though specifically target civilians taking icc actions would therefore consistent uk policy air strikes '' read also,1
shelling west aleppo left 11 people dead  reports armed clashes pro-regime opposition forces several neighbourhoods war-torn city tags syria aleppo un de mistura fatah al-sham eleven people including woman child killed syrian rebel shelling regime-held neighbourhood aleppo  another 65 people injured critically attack jameliaiah west aleppo according syrian observatory human rights death toll expected rise elsewhere syrian observatory reported air raids taken place al-inzarat rebel-held neighbourhood east aleppo numerous towns aleppo countryside including urum al-kubra deadly attack aid convoy took place 19  clashes also broke several districts aleppo pro-regime forces started offensive advancing salahuddin bureij  syrian president bashar al-assad issued ultimatum rebels east aleppo stating unless agreed `` reconciliation '' deal pro-regime forces would continue fight rebels leave aleppo ... theres option '' assads comments made interview danish broadcaster tv2 came following earlier statement  staffan de mistura uns envoy syria pleaded al-qaeda linked fatah al-sham leave east aleppo continued presence fatah al-sham aleppo used justification syrian regime russian backers ongoing bombardment city activists syrians say fatah al-shams presence city minimal group used pretext russia carpet bomb civilian areas hit citys infrastructure speaking  de mistura said fighting continued aleppo current pace historic city would `` totally destroyed '' end year read also,1
air raid hit village controlled group killing civilians including three children close area turkish forces advancing tags syria islamic state group three children among least 19 civilian killed air raid village held islamic state group northern syria  syrian observatory human rights said unclear carried strike took place area rebels backed turkish forces advancing turkey began operation inside syria dubbed operation euphrates shield 24  ankara said targeting also kurdish peoples protection units ypg turkey considers `` terrorist '' group despite common opposition according observatory strike hit village thalthana northern aleppo province thalthana lies near key stronghold al-bab 12km southeast is-held dabiq turkish-backed rebels pushing towards recent days dabiq holds symbolic importance belief prophecy states site apocalyptic battle muslims christians read also,1
bomber blew late  village tall tawil hassakeh province kurdish party official getting ried tags syria hassakeh kurds suicide attack sdf islamic state suicide bomber struck wedding northeast syria bride groom exchanging vows killing 32 people wounding dozens bomber blew late  village tall tawil hassakeh province kurdish party official getting ried rows seats wedding hall still covered blood  morning according afp photographer scene `` bride groom exchanging vows saw man wearing thick black jacket pass beside '' witness named ahmad said `` thought looked strange seconds later enormous explosion `` people fallen ground saw bodies torn bits '' 100 people wounded according medical source city gave updated toll syrian observatory human rights british-based monitoring group gave slightly lower toll 31 people killed islamic state group said statement one fighters fired `` large gathering '' kurdish fighters near city blowing claim mention wedding said 40 people killed groom bride safe grooms father brother killed attack relative told afp `` grooms wounds light new wife staying relatives home doesnt want see anyone '' said `` really shaken '' groom zaradesht mustafa fatimi hails prominent family deeply involved autonomous administration run kurdish factions syrias north according official autonomous administration fatimi works local kurdish party observatory said also member syrian democratic forces arab-kurdish coalition battling northern syria hassakeh city almost entirely held kurdish forces syrias regime still holds districts city often targeted militants,0
least 22 people killed  attack targeting wedding party northeastern syrian province hassakeh syrian observatory human rights medics said tags syria hassakeh kurds suicide attack sdf islamic state suicide bomber killed least 22 people  attack targeting party northeastern syrian province hassakeh syrian observatory human rights medics said `` suicide bomber blew inside hall tall tawil village wedding member syrian democratic forces killing least 22 civilians '' observatory chief rami abdel rahman told afp sdf arab-kurdish coalition battling islamic state group northern syria witness named ahmad wounded head blast described moment bomber struck `` bride groom exchanging vows saw man wearing thick black jacket pass beside '' said `` thought looked strange seconds later enormous explosion `` people fallen ground saw bodies torn bits '' observatory local kurdish officials initially said groom among dead one relatives told afp bride groom safe well hospital source hassakeh city said `` 20 dead dozens wounded '' source asayesh security forces self-administered kurdish territories also said suicide bomber blown wedding hall kilometres miles north hassakeh said statement one fighters fired `` large gathering '' kurdish fighters near hassakeh city blowing claim mention wedding said 40 people killed islamic state group often targeted kurdish-controlled city read also,1
attack clinic managed qatar red crescent society killed two patients injured eight others left building 50 percent damaged tags qatar qrcs syria aleppo msf hospitals airstrikes attack clinic serving thousands syrians aleppo left two patients dead eight others injured qatar red crescent society qrcs announced `` two patients killed eight injured due four bombs dropped helicopter qrcs medical facility '' charity said statement managed qrcs health centre al-sakhoor area went service due 50 percent damage building result bombing  local ambulance medical facilities supported international ngos also affected attack charity condemned attack called international community `` intervene put end direct attacks medical health facilities syria '' dr. hashem darwish head qrcss health program turkey described attack `` war crime '' violation international accords recognise importance protecting red cross red crescent national societies humanitarian aid organisations areas conflict medical facilities humanitarian professionals syria spared deadly scourge five-year conflict ongoing attacks hospitals aid convoys left hundreds dead others injured airstrikes targeting un-arab red crescent aid convoy aleppo suburb orum al-kubra last month signalled end us-russian brokered ceasefire syria consequent bombardment syrian regime russian warplanes rebel-held districts east aleppo seen two hospitals rendered service last week  dors without borders msf released statement `` demanding '' syrian regime international allies stop bombing campaigns city two patients killed eight injured due four bombs dropped helicopter qrcs medical facility qrcs 21 26  directorate health east aleppo reported hospitals still functioning area received 822 wounded 270 dead bodies least 96 children last week msfs international president condemned united nations failing take action hospital bombings syria desperately needed health facilities `` horrifically transformed '' places death dr joanne liu told un security council  addressing council liu said resolution 2286 passed  members protect civilians medical services need survive `` plainly failed take effect ground '' `` endeavor failed due lack political among member states fighting coalitions enable '' said `` waiting make pledges operational '' read also,0
russian syrian regime war planes bombed refugee camp inside rebel-held idlib province killing five women child tags idlib syria refugee camp russian war planes air raid syrian regime five women child killed russian syrian regime war planes targeted refugee camp rebel stronghold idlib province bombs missiles struck camp situated southern idlib province close village al-khwyn victims thought refugees elsewhere syria fled rebel stronghold idlib frequent bombing regime russian war planes seen numerous massacres idlib province included refugee camps  suspected russian air raid sarmada refugee camp idlib province left dozens dead un said unlikely attack accident bombing could amount war crime last month nearly 1200 syrian civilians killed syrian network human rights claimed including 192 children 163 women mostly air raids `` regime russian forces violated human rights law guarantee right life '' syrian network human rights commented aleppo also witnessed massive air raids recent weeks one ferocious aerial assaults since start war hundreds civilians killed since breakdown ceasefire last month russian war planes killed 4000 civilians since first intervened syria year ago read also,0
airstrikes aleppo province killed least 22 red crescent sarc volunteers  including senior official well number civilians local sources said tags syria assad us russia ceasefire aleppo suspected syrian regime russian airstrikes aleppo province killed least 22 red crescent sarc volunteers including senior official well killing injuring number civilians local sources said late  strikes also damaged trucks carrying supplies attack later confirmed un renewed regime bombardment rebel-held parts aleppo broken earlier new arab described sources relentless follows collapse fragile ceasefire place since  `` russian warplanes targeted international aid convoy escorted sarc killing 22 volunteers '' local activist mohammad al-halabi told new arab halabi confirmed dead included sarcs chief aleppo province according reuters aid convoy struck traveling orem aleppo governorate agency quoted united nations spokesman late  spokesman could confirm airstrike syrian russian warplanes bombed aid trucks near aleppo late  fragile week-long ceasefire ended syrian observatory human rights also reported aid convoy least ten trucks believed carrying tonnes much-needed humanitarian supplies food un reports suggest aircraft doubled back attacking convoy targeted rescue workers arriving scene syrias army announces end freeze fighting began 7pm 1600 gmt  accordance us-russia agreement regime renews onslht elsewhere airstrikes targeted least five neighbourhoods rebel-held east aleppo city syrian regime declared end ceasefire bombing  evening trapped civilians destroyed buildings `` white helmets '' civil defence volunteers searching survivors rubble resident told new arab artillery shelling also reported south city freeze fighting brokered united states russia lasted week syrias armed forces  blamed rebel groups failure `` syrias army announces end freeze fighting began 7pm 1600 gmt  accordance us-russia agreement '' statement carried state news agency sana said said rebel groups `` commit single element '' deal contributor new arab based aleppo reported least five regime air raids space ten minutes around 800pm long end ceasefire announced truce come force evening  12 main battlefronts subsequently saw ked reduction violence clashes broke late last week central provinces hama homs well east damascus deal strained us-led coalition strikes syrian army positions east killed dozens government soldiers washington said intentional  cessation hostilities hanging thread fresh wave air raids hit rebel-held districts battleground city aleppo killing one woman images sent east aleppo earlier  journalist zouhir al-shimale show eerily deserted streets syrian armed forces declared end ceasefire zouhir told new arab residents regime siege despite ceasefire see `` clear vision near future city '' two hours later bombing began earnest agencies contributed read also,1
two civilians including child killed aleppo city first deaths reported areas covered us-russian-brokered ceasefire since began week tags syria aleppo ceasefire truce civilian casualties sniper fire adult child killed syrias aleppo city first deaths areas covered us-russian-brokered ceasefire since began week mohammad alaa mesouti killed rebel-held area  child whose name yet released killed regime-held area divided city local activists monitoring groups said `` regime snipers positioned al-izaa district fired besieged zabadieh district killing civilian mohammad alaa mesouti wounding three others '' media activist mohammad al-halabi told new arab halabi added two civilians wounded bustan al-qasr district regime troops shot rebel-held neighbourhood opposition source said first civilian casualty aleppo since cessation hostilities took effect three days ago syrian observatory human rights confirmed civilian casualty rebel-held aleppo adding child also killed regime-held al-masharfeh district city sniper fire  23 civilians including nine children killed regime air raids town eastern syria held islamic state group truce include areas former al-qaeda affiliate jabhat fath al-sham present us president barack obama meet security aides  amid deep unease ceasefire deal barely week since us russia agreed halt bombing let humanitarian aid aleppo deals shaky implementation looks set dominate meeting ostensibly countering agreement somewhat quieted bombs syrias second city aid convoys allowed reach roughly civilians besieged regime forces rebel-held east basic resources rebel-held east aleppo beginning run low according new arabs correspondent city `` people running fuel scarce options ket buy every day people think aid convoys going enter bring relief '' reported zouhir al-shimale read also,1
syrian air raids targeted several civilian sites area outside ceasefire zone killing nine children 14 others local activists reported tags syria syrian network human rights syrian observatory human rights isis al-adin deir az-zour missile strikes schools urban areas killed 23 syrian civilians  activists reported  morning airstrikes hit school bakery castle small town al-adin near deir az-zour area outside agreed ceasefire zone tweeted syrian network human rights regime aircraft believed responsible attacks area believed held islamic state group fighters syrian observatory human rights sohr referenced seven local sources saying majority casualties occurred regime forces attacked school used shelter families displaced fighting spokesperson uk-based monitor said organisation longer collected photographic evidence militants killed one activists taking photos syrian regime withdrew number fighter planes airbase al-qamishli north east syria  united states issued `` serious threats '' damascus,1
aerial bombardment residential neighbourhood controlled syrias rebels killed least five civilians  world anticipates implementation ceasefire tags syria airstrikes truce ceasefire assad rebels aleppo least five civilians killed aerial bombardment targeting rebel-controlled neighbourhood east aleppo  opposition continued mull us-russia truce deal due take effect  dozens injured `` government helicopters targeted residential area '' activist mansoor hussain told new arab noting `` qabr al-engleezi also hit warplanes '' reports come day 100 civilians killed regime-bombardment idlip aleppo five others killed outskirts capital `` people shopping eid al-adha next week toll high '' said observatory head rami abdel rahman s strikes sohr added many wounded severe condition many others remain unaccounted likely increase death toll army conquest led fateh al-sham front changed name al-nusra front renouncing ties al-qaeda regularly bombarded pro-government forces close people killed since syrias conflict first erupted  2011 several attempts securing long-lasting truce faltered state news agency sana  reported syrian president bashar al-assads government `` approved agreement '' brokered us russia key regime ally iran welcomed plan  called `` comprehensive monitoring '' truce particularly along syrias volatile borders `` continuation sustainability ceasefire relies creation comprehensive monitoring mechanism particular control borders order stop dispatch fresh terrorists well weapons financial resources terrorists '' said syrias main opposition group high negotiations committee brings together political dissidents armed rebel factions yet formally respond read also,0
least 25 civilians killed regime airstrikes hama  rebels launched offensive retake parts central province tags syria hama airstrikes civilian casualties maardes d al-aqsa jaish al-fatah least 25 civilians killed government airstrikes syrias central province hama government forces responded major rebel offensive area according uk-based syrian observatory human rights sohr deaths occurred overnight raids road near town latamina syrian state media claimed government forces killed 50 `` terrorists '' `` concentrated strikes '' area hamas recent upsurge violence follows launch major offensive western-backed free syrian army rebel groups including jaish al-fatah d al-aqsa push regime forces central province sohr also reported rebel gains made hama rebels seized control 14 villages four days gains predominantly north hama province including towns suran halfaya `` 10 kilometres hama airport '' said sohrs director rami abdel rahman hama city briefly rebel hands start syrias revolution subject siege regime later recaptured city city also centre islamist uprising 1982 brutally supressed syrian army many 40000 people mostly civilians dying bombardment read also,0
