processed,labels
publish i checkpoint belong assad forc seen coalit rebel group call jaish al fateh said took control highway connect aleppo latakia  reuter two peopl kill 15 injur syrian regim forc attack avanl villag jabal al-turkmen mountain predomin inhabit syrian turkmen locat northwestern latakia provinc accord syria turk associ tank artilleri missil use attack explos also heard villag locat turkish side border four wound brought hospit turkey hatay provinc treatment attack larger part oper syrian armi announc  step air strike retaken villag new offens opposit forc coastal provinc latakia aerial bombard intensifi past 48 hour bid cut rebel suppli line rug territori close turkey border armi sourc quot say state media latakia provinc home syria biggest port stronghold presid bashar al assad alawit sect key battleground conflict fifth year sunni muslim group includ al qaeda syrian offshoot nusra front control mani villag borderland north government-held mediterranean port citi latakia area domin alawit follow offshoot shiit islam armi said five villag hilltop includ beit khadour beit zaifa tel alkhadar jabal al rahmaliya wrest back insurg bring closer border area armi step campaign provinc sinc insurg took strateg locat town jisr al shughour  strengthen posit mountain rang overlook alawit villag close qardaha hometown assad famili area control opposit forc sinc temb 2012 rough terrain heavi forest allow opposit forc resist heavi syrian armi shell withstand heavi aerial bomb defens analyst say syrian armi offic said aim latest oper cut rebel suppli line turkish border rebel held villag includ town salma held nusra front sinc 2012 `` arm men weaker tri dare get close latakia '' senior armi offic quot say report area lebanes hezbollah televis al-manar correspond last year syrian armi wrest back control christian town border town kasab gateway turkey nearer coast latakia less three month control opposit forc includ nusra front syrian war taken stark sectarian charact overwhelm sunni muslim rebel back sunni gulf arab power fight overthrow assad back shiit iran,1
publish i young syrian boy cri sit rubbl missil fire syrian govern forc hit residenti area maghayir district old quarter northern syrian citi aleppo i afp photo least 18 civilian kill  ground-to-ground missil struck rebel-held neighborhood northern syrian citi aleppo monitor group said anoth 50 wound miss citi central neighborhood maghawir syrian observatori human right said blame attack forc loyal syrian dictat bashar al-assad aleppo syria largest citi engulf fight 2012 divid assad regime-held western district rebel-held east qalamoun region west capit damascus govern forc back lebanes terrorist group hezbollah seiz area outsid zabadani last rebel-control town area hezbollah said taken control plain outsid citi main road cooper syrian armi `` citi zabadani full sieg syrian armi resist fighter '' terrorist group said hezbollah tri elimin rebel forc area lebanes border damascus zabadani lie 12 kilomet border cross damascus-beirut highway 25 kilomet north-west syrian capit syrian conflict start assad regim forc brutal repress peac protest 2011 descend multi-sid civil war forc loyal syrian dictat bashar al-assad face array rebel terrorist group side attack self-proclaim islam state iraq al-sham isi group control eastern syrian territori syria kurd carv de facto autonom region name rojava north countri attack isi intens u.s.-l air support,1
publish  syrian opposit forc  claim russian jet violat cease-fir hit outpost northwestern syria idlib provinc near border turkey kill least one opposit fighter wound sever other said sever overnight raid hit babeska villag idlib becom sever moder free syrian armi fsa group tripartit mechan establish ruari turkey russia iran monitor ceasefir syria opposit forc howev say russia fail pressur assad regim ensur ceasefir hold villag also hous hundr famili fighter damascus suburb daraya fell assad regim forc last year evacu opposit forc fighter jet also believ russian struck town urum al kubra opposition-held western aleppo countrysid five civilian kill area wit fight opposit assad regim opposit said,1
publish  peopl inspect damag syrian armi fighter jet crash busi ketplac rebel-held northwestern town ariha  reuter photo thirty-f peopl kill -and score other injured-when syrian regim warplan crash ket opposition-held town ariha syria northwestern idlib provinc accord local civil defens offici dead civilian ground town idlib provinc fell coalit islamist insurg  accord uk-bas observatori human right track violenc across syria score also injur said immedi reaction syrian armi local coordin committe said warplan crash busi ket ariha ad immedi clear whether warplan shot rami abdurrahman head britain-bas syrian observatori human right said warplan crash center town destroy sever home kill least 12 peopl town ariha govern stronghold captur opposit fighter isi milit  town northwestern provinc idlib govern forc suffer setback sinc  includ loss provinci capit also call idlib syrian warplan crash ket northwest town ariha near turkish border 35 kill youtub observatori local coordin committe said time crash town attack air forc embattl syrian presid bashar assad amateur video post onlin activist show sever damag build well part plane crash video appear genuin correspond associ press report event syria civil war began  2011 unit nation say war kill peopl wound least 1 million,1
publish i 4 2015 explos mosqu syria idlib provinc  kill least 25 member al qaeda-link nusra front british-bas syrian observatori human right monitor group said blast town ariha northwestern syria went member nusra front gather mosqu iftar meal muslim break fast holi month ramadan observatori track war said explos salem mosqu ariha also kill senior non-syrian member nusra front opposition-bas social media websit conflict casualti figur say 40 peopl dead turkey state-run ananolu agenc report 15 death cite statement istanbul-bas syrian revolut general commiss group announc respons blast support nusra front blame rival self-proclaim islam state iraq sham isi milit fought group sever frontlin syria coalit rebel group call jaish al fateh conquest armi nusra front major part composit control idlib provinc sinc captur provinci capit  region border turkey neighbor presid bashar al-assad heartland latakia provinc mediterranean coast,1
publish i 5 2016 motorcycl bomber kill least 16 civilian outsid bakeri syria hasakeh citi  eve feast k end ramadan offici said attack also wound dozen peopl occur neighbourhood salihiah ahead eid al-fitr festiv immedi clear carri attack daesh terrorist group claim previous bomb main kurdish region rami abdel rahman head syrian observatori human right said attack kill least 16 peopl wound anoth 40 death toll confirm afp correspond suicid attack report deton explos front bakeri `` suicid bomber motorcycl blew salihiah neighbourhood hasakeh citi '' said abdel rahman fifteen wound critic condit said head britain-bas group reli network sourc ground inform hasakeh citi capit provinc name near provinc control pkks syrian affili pyd arm wing ypg terrorist organ milit declar autonom region across main kurdish northern area hold us-back allianc kurd arab syrian democrat forc allianc lock battl neighbour provinc aleppo control daesh stronghold manbij one month sdf launch offens late  encircl town enter southwestern district 00 peopl kill million displac sinc syria conflict broke  2011,1
publish i 2 2016 two medic among least 31 peopl kill  syrian govern shell opposition-held town northeast capit syrian observatori human right said bombard struck town jayrud 60 kilometr 35 mile damascus armi say opposit forc kill pilot captur forc eject  observatori head rami abdel rahman said first bombard town least two year `` promin figur jayrud local truce regim least two year neither fire '' abdel rahman told afp said least 31 peopl kill includ two medic immedi clear mani rest civilian activist town said head local medic centr sever colleagu kill `` least 45 air strike today town medic centr hit director amjad al-danaf kill '' activist abu malek al-jayrudi told afp via internet said town home 60000 peopl bombard stop sinc earli  syria lock vicious civil war sinc earli 2011 bashar al-assad regim crack pro-democraci protest erupt part `` arab spring '' upris unexpect feroc disproportion forc sinc quarter million peopl kill 10 million displac throughout war-batt countri accord un syrian center polici research ngo howev put death toll five-year conflict high,0
publish i 2 2016 syrian inspect damag street follow report airstrik ket rebel-held district tariq al-bab northern citi aleppo i 1 2016 afp photo least 16 civilian includ women children kill  air raid syrian regim armi opposition-held neighborhood tareeq al-bab aleppo syria largest citi accord pro-opposit civil defens sourc ground missil fire syrian warplan also wound 25 other ibrahim abu ley told anadolu agenc syria lock vicious civil war sinc earli 2011 bashar al-assad regim crack pro-democraci protest erupt part `` arab spring '' upris unexpect feroc disproportion forc sinc quarter million peopl kill 10 million displac throughout war-batt countri accord un syrian center polici research ngo howev put death toll five-year conflict high,1
publish i syria democrat forc sdf fighter walk silo mill manbij sdf took control aleppo governor syria i 1 2016 reuter photo airstrik daesh-held villag northern syria kill least 85 civilian  intens fight underway milit u.s-back fighter syrian opposit activist extremist group said resid area blame u.s.-l coalit strike target two villag tokhar hoshariyeh control activist said villag near daesh stronghold manbij town member pyd-domin u.s.-back syria democrat forc sdf tri captur weeks-long offens britain-bas syrian observatori human right said least 56 civilian includ 11 children kill strike villag also wound dozen anoth activist group local coordin committe said dozen civilian most famili kill turkey offici anadolu agenc put death toll least 85 ad 50 civilian also wound airstrik daesh-link aamaq news agenc claim 160 civilian most women children kill tokhar alon seri purport american airstrik around dawn  post facebook page show imag peopl includ children put collect grave purport villag tokhar one photograph show man carri lifeless bodi child cover dust anoth show child part cover blanket lie grave  casualti come heel similar airstrik daesh-held town manbij  least 15 civilian report kill meanwhil headquart daesh milit insid manbij captur sdf forc push western part town weekend u.s. militari said statement  headquart locat hospit use command center logist hub u.s.-back syrian rebel also took control part town enabl civilian area flee fight statement said rebel continu battl daesh four front control manbij clear territori push toward center citi statement said daesh milit stage counterattack syrian rebel maintain momentum help air strike u.s.-l coalit statement said said coalit carri 450 air strike around manbij sinc oper take town began u.s. central command said coalit conduct 18 strike  destroy 13 daesh fight posit seven daesh vehicl two car bomb near manbij manbij area seen intens battl daesh extremist kurdish-l fighter advanc cover intens airstrik u.s.-l coalit manbij captur u.s.-back fighter biggest strateg defeat daesh syria sinc i 2015 extremist group lost border town tal abyad neighbor iraq meanwhil daesh beaten back sever front iraqi forc aid u.s.-l coalit airstrik retaken citi ramadi fallujah western anbar provinc,1
publish i man carri injur girl airstrik aleppo opposit held kadi askar aleppo bashar assad forc assist russian airstrik continu sieg opposit group aleppo attempt cut road lead opposition-held section citi group continu wage fierc battl despit intensifi airstrik report target civilian group previous launch attack regim posit histor center aleppo  respons offens castello road use suppli access sever opposition-held area sieg least peopl live regim airstrik kill 20 civilian  bab al-maqam neighborhood aleppo syria live network sln report one civilian kill mani other injur regim barrel bomb drop al-jalloum mani civilian wound attack al-ansari neighborhood inflict heavi casualti battlefield regim also intensifi aerial artilleri missil bombard neighborhood bab qensrin al-kallaseh bab al-hadid bab al-nasr aleppo old citi eyewit said regim use cluster bomb vacuum bomb airstrik elsewher jet believ russian syrian also struck fuel ket town northwestern provinc idlib kill 18 peopl injur score accord local rescu worker near site airstrik hit local field hospit town ahsem idlib provinc kill three peopl includ child intern chariti aid worker said earli  300 shell fire opposit group hit western regime-held neighborhood aleppo assault `` respons govern attempt advanc '' zakaria malahifji aleppo-bas fastaqim opposit group told reuter said insurg alreadi made gain much fight take place aleppo ancient old citi renown unesco world heritag site larg ruin wit report fierc close-rang clash near histor citadel opposit kill least 20 armi troop blew tunnel dug underneath regim post citi syria largest war main battleground countri five-year war seen escal fight peac talk fragil ceasefir broke earlier year captur would strateg prize assad regim control major popul center western syria apart opposition-held area aleppo citi idlib opposit also control pocket territori elsewher western syria earli  300 shell fire opposit group hit western regime-held neighborhood aleppo kill five peopl wound dozen observ said u.n. spokeswoman said intensifi fight syrian govern forc rebel contest aleppo complet cut road allow access humanitarian aid deliveri rebel-held part citi alessandra vellucci said  castello road consid access eastern aleppo render `` impass '' sinc hostil worsen last week vellucci said u.n. estim peopl depend road allow flow suppli good civilian area said u.n. continu receiv `` distress report aerial bombard shell civilian locat western eastern aleppo '' call side protect civilian eas access humanitarian access al-jazeera report kill russian airstrik idlib report al-jazeera kill russian airstrik town near northeastern provinc idlib  news outlet report  ibrahim al-o becam sixth al-jazeera staff member kill syrian civil war kill russian airstrik town turmanin bomb also kill 13 peopl fuel ket town three peopl also kill anoth town idlib countrysid anoth al-jazeera team target russian jet en rout cover strike huraytan anadan aleppo countrysid syrian regim forc russian raid frequent target report war-torn countri ob last year anadolu agenc report salih mahmoud leyla kill daesh-orchestr car bomb near aleppo syria becom danger area world report report without border count 66 journalist kill 2014 along 119 kidnap 178 imprison accord report new york-bas committe protect journalist least 84 journalist kill sinc fight began 2011,1
us-l coalit strike came day coalit open formal investig determin whether air strike last week near manbij claim 100 civilian includ children pictur taken i show close view karaj al-hajz corridor c passag rebel-held aleppo lead toward syrian govern control area masharqa neighbourhood trt world agenc least 15 civilian kill mani wound fresh air strike us-l coalit syria  morn civilian target coalit jet bombard town ghandoura said syrian observatori human right us central command overse us militari oper middl east said `` initi assess follow intern oper report strike today near manbij syria  result civilian casualti '' strike came day coalit open formal investig determin whether air strike last week near manbij claim 100 civilian live includ children us-l coalit continu target civilian syria reuter around 600 syrian includ 136 children kill coalit air strike sinc temb 2014 accord observatori toll 520 us airstrik sinc 21  kill 229 425 civilian overal examin `` intern extern inform '' coalit determin suffici credibl evid civilian victim open formal inquiri said spokesman colonel chris garver  main syrian opposit group urg us-l coalit suspend bombard follow strike amnesti intern also call coalit redoubl effort prevent civilian death investig possibl violat intern humanitarian law aleppo death toll rise bomb target civilian opposition-held area syria httpst.co5rt60nqjdk pic.twitter.com0zw6ehpmd4 syrian observ observesyria i us reject call syrian opposit figur tokkhar halt bomb sake thousand civilian trap manbij believ fall citi critic overrid object captur raqqa `` take measur target process avoid minim civilian casualti collater damag compli principl law arm conflict '' us author pledg sourc trtworld agenc,1
least 48 peopl dead 100 injur truck bomb explod near secur headquart citi qamish hasaka man walk damag site bomb blast claim daesh hit northeastern syrian citi qamish near turkish border i trt world agenc bomb blast syrian citi qamish  kill 48 peopl left dozen wound attack believ among deadliest citi year british-bas syrian obervatori human right said larg truck bomb set near secur headquart kurdish administr control hasaka provinc northeast said observatori death toll expect rise number peopl serious injur ad observatori offici sana news agenc said least 140 peopl injur attack initi believ doubl bomb sourc citi syrian observatori human right subsequ said initi attack caus gas tank deton god look devast terrorist attack qamish prayer victim pic.twitter.comezhmz1gog4 leith abou fadel leithfadel i state tv roll footag scene blast show large-scal damag build vast amount rubbl strewn across road plume smoke rise explos power shatter window shop nearbi turkish town nusaybin direct across border blast occur two peopl slight hurt nusaybin wit said attack claim daesh assault daesh citi manbij near turkish border put pressur cut rout citi fighter us-back allianc recent made increment advanc tri flush remain daesh fighter manbij daesh previous target qamish provinci capit hasaka citi bomb suicid blast kill six member kurdish intern secur forc known asayish  i suicid bomb kill least 16 peopl hasaka kurdish forc control much hasaka provinc captur vast area daesh 2015 sourc trtworld agenc,1
dozen civilian report kill us-l air strike fled front line battl rage citi manbij governor aleppo trt world agenc us militari investig report least 73 civilian most women children kill air strike earli  morn northern syrian villag tokhar part citi manbij governor aleppo near turkish-syrian border mani civilian fled hous avoid battl rage vicin sought refug clump `` clay adob '' home nearbi villag tokhar amnesti intern said us-l air strike target group take mani women children famili sought shelter largest instanc civilian casualti sinc us-l coalit began bomb campaign syria 2014 syrian observatori human right monitor group base uk report air strike mistaken identifi target civilian daesh terrorist incid come anoth report strike kill `` woman four children old man '' ar part citi  observatori said recent sdf us-back group main consist ypg milit associ pkk terrorist organis concentr forc upon strateg import citi attempt seiz daesh took manbij 2014 syrian civil war began mid 2011 protest autocrat bashar al assad regim suppress violent context arab spring upris sinc un estim near half countri popul forc leav home death toll  high sourc trtworld agenc,1
opposit forc syria fight back aleppo recaptur encircl district al mallah vital suppli rout cut regim forc syrian walk past empti veget ket rebel-held area northern syrian citi aleppo i regim close castello road sever suppli rout opposition-held eastern half citi trt world agenc syrian rebel forc advanc key regime-held district aleppo  reopen last remain suppli rout opposition-held district offens gain control strateg castello road al mallah district came dawn day area encircl regim forc control castello road way besieg resid east aleppo access essenti like food fuel regim captur district day ago come extens nationwid truce declar last week regim k muslim holiday eid al fitr regim gain ground rebel russia launch air strike support regim leader bashar al assad forc last year continu step militari campaign major battl front month despit period announc temporari truce syrian man sell parsley empti veget ket opposition-held area northern syrian citi aleppo i regim close castello road sever suppli rout opposition-held eastern half citi afp resid contact citi say price littl remain veget bread fuel almost doubl past week new suppli come aleppo syria largest citi commerci hub war britain-bas syrian observatori human right said air raid regim forc opposition-held part aleppo kill 13 civilian  also said 19 regim fighter kill fight aleppo bore brunt war began 2011 regim forc led crackdown anti-regim protest war sinc kill peopl estim suggest  die seri peac talk broker un ruari bring peac aleppo part countri long-last ceasefir held un call us russia bring peac syria sieg regim forc eastern aleppo alarm humanitarian worker unit nation deputi spokesman farhan haq said un extrem concer unfold situat syria battl rage near aleppo rebel encircl ali mustafa report youtub un envoy staffan de mistura howev say still optimist end six-year-old war help intern support `` messag russian us ever produc given contributrion make sure least two month ceasefir agre upon '' said refer cessat hostil deal hand main syrian opposit bodi high negoti committe hnc told un envoy prematur set date fresh talk outlin polit deal present someth mistura seek ahead  deadlin `` need adopt new strategi push peac process adopt tougher polici regim violat syrian peopl ... call new round negoti '' hnc statement said sourc trtworld agenc relat news iraq vote violat global gag rule slovenian elect thousand afghan migrant walk turkey better life syrian regim attack kill 16 civilian idlib sochi peac talk end syrian war becom yet anoth failur categori news latest updat idlib blunder mbs saudi arabia reclaim sovereignti sudanes presid bashir dissolv govern appoint new pm summit tehran call polit solut syria pictur worth thousand word follow us instagram follow trtworld dont miss latest news wont spam respect privaci subscrib trt world youtub subscrib youtub channel latest in-depth ground report around world subscrib trt world facebook like follow follow copyright 2018 trt world trt world watch live tv schedul watch connect trt world io android youtub satellit coverag partner hotel corpor trt world career press releas documentari contact us legal term use privaci polici cooki polici,0
exhaust ammunit pilot leav scene helicopt came fire ground near palmyra citi syrian soldier drive past arch triumph ancient citi palmyra  two russian airmen kill helicopt shot east citi trt world agenc two russian pilot kill syria daesh shot helicopt near palmyra russian militari quot say local media two pilot riafagat khabibulin yevgeni dolgin fli syrian mi-25 helicopt down east palmyra citi russian pilot attack daesh hom region  request syrian govern use ammunit pilot leav area chopper came fire ground held syrian militari troop daesh milit breach syrian forc line east palmyra `` turn helicopt hit milit gunfir ground crash area control syrian govern armi crew die '' russian militari quot say interfax news agenc video footag releas daesh affili news agenc amaq  show helicopt shot crash ground cri `` fallen god greatest '' statement russian defenc ministri said two russian pilot test flight hom region syrian mi-25 helicopt lace ammunit statement said syrian govern request pilot carri strike daesh milit pilot nomin russian state award russian forc enter conflict end last year back forc syrian regim russia far lost least 12 soldier syrian war sourc trtworld agenc,0
suicid attack near atmeh refuge camp syria border provinc idlib kill least 15 peopl civil defenc member run near ambul airstrik hospit town mele western idlib citi opposition-held idlib provinc syria  trt world agenc suicid bomber deton explos vest bus syria embattl idlib provinc near atmeh border cross kill least 15 peopl injur 25 other critic syrian observatori human right sohr report bus carri opposit fighter battl forc loyal autocrat leader bashar al assad regim ercan topaca governor hatay turkish provinc side border idlib told turkey anadolu agenc four peopl injur blast treat turkish hospit ad four victim die transfer turkish hospit trt world agenc `` injur might evacu hospit around atmeh refuge camp syrian side dont inform death toll identif process lost live hatay yet begin '' topaca state syria idlib provinc atmeh locat major stronghold syrian opposit forc attack idlib came day heavi air strike russian regim warplan kill 26 peopl injur 11 other provinc least 327 peopl also kill clash neighbour provinc aleppo sohr said 76 children 41 women among kill clash last 15 day war syria explos hit syria-turkey border cross ediz tiyansan report youtub syria lock vicious civil war start assad regim launch violent crackdown pro-democraci protest 2011 sinc quarter million peopl kill around 10 million displac across war-batt countri un estim suggest accord syrian center polici research six-year conflict caus death countri sourc trtworld agenc,1
accord al-qud hospit four peopl die 50 injur attack man breath oxygen mask al-qud hospit hospit civil defenc group said gas believ chlorin drop alongsid barrel bomb neighbourhood aleppo trt world agenc least four peopl die mani suffer breath difficulti gas believ chlorin drop alongsid barrel bomb neighbourhood syrian citi aleppo  hospit civil defenc group said hamza khatib manag al-qud hospit aleppo told reuter photograph hospit record four death gas poison 55 injuri seven peopl still receiv hospit treatment khatib said preserv piec patient cloth fragment barrel bomb evid analysi syria civil defenc syrian rescu servic oper rebel-held territori said record three death 22 injuri barrel contain gas suspect chlorin fell zubdiya neighbourhood rebel-held aleppo civilian brought al-qud hospit suspect gas attack reuter group describ neutral band search rescu volunt said could independ verifi natur gas syrian observatori human right war monitor said helicopt drop explos barrel neighbourhood seif al dawla zubdiya lead death woman child suffoc northern citi aleppo syria popul war split rebel- regime-held district captur whole citi would major prize syria bashar al-assad countri five-year-old conflict fierc battl control citi broke  rebel stage major assault break month-long regim sieg citi rebel-held east peopl thought live fighter manag pierc ring regime-control territori safe corridor civilian aid yet establish unconfirm report among activist resid chlorin gas fall rebel-held east aleppo sinc rebel offens aleppo media centr onlin opposit news portal citi post video said victim gas attack child adult wear breath apparatus two men interview said barrel bomb drop strong smell gas peopl began suffer breath eye problem boy breath oxygen mask al-qud hospit suspect gas attack reuter western power say syrian regim respons chlorin chemic attack govern accus rebel use poison gas un investig establish sarin gas use eastern ghouta 2013 unit state accus damascus attack estim kill 1429 peopl includ least 426 children damascus deni respons blame rebel later year unit nation syrian regim agre destroy state declar stockpil chemic weapon process complet uari 2016 organis prohibit chemic weapon confirm late 2015 sulphur mustard common known mustard gas use first time conflict without say parti many-sid conflict thought use sourc reuter,1
5 peopl kill 12 other wound attack opposition-held district sevr men civil defenc member look survivor airstrik hospit town mele western idlib citi rebel-held idlib provinc syria  reuter syrian opposition-held district sevr northwestern provinc idlib hit vacuum bomb attack aerial drop syrian regim  leav five peopl dead 12 injur wound includ civil defenc staff taken local hospit secur sourc say civil defenc personnel tri retriev victim trap build demolish attack last  regim forc attack saraqeb anoth opposition-held citi idlib provinc barrel bomb lace chlorin gas 33 peopl most women children suffer breath difficulti vomit due chlorin exposur syria chlorin gas attack saraqeb 30 peopl affect retali down russia helicopt pic.twitter.comn8xfhirtf5 doam doamuslim  meanwhil regim forc intensifi airstrik syrian opposit strateg stronghold aleppo sinc rebel fighter broke sieg eastern part citi  sieg fresh fight threaten civilian eastern aleppo info httpst.cokzleh5jfml r2p pic.twitter.com5cbthfrgtp gcr2p gcr2p  unit nation  call urgent ceasefir divid citi aleppo said 2 million peopl lack access clean run water children risk diseas concern deterior situat restrict access aleppo syria httpst.copctcy4loc pic.twitter.comw5tqh8xa9d un refuge agenc refuge  `` un extrem concern consequ dire million civilian electr water network immedi repair '' statement yacoub el hillo un resid humanitarian coordin syria kevin kennedi un region humanitarian coordin syria crisi said 2m peopl aleppo left access run water fight intensifi httpst.coxiuelu6qhq syria pic.twitter.comu0hin7a1bo unicef unicef  syria lock vicious civil war sinc earli 2011 regim bashar al-assad crack pro-democraci protest erupt part arab spring upris unexpect feroc sinc quarter million victim kill 10 million displac across war-batt countri accord un syrian center polici research howev put death toll six-year conflict peopl sourc trtworld agenc,0
alleg chemic attack kill least 58 injur dozen rebel-held town khan shaykhun idlib provinc trigger global critic syrian children receiv treatment follow suspect toxic gas attack khan shaykhun rebel-held town northwestern syrian idlib provinc  trt world agenc intern leader condemn alleg chemic attack kill least 58 peopl includ 11 children syria idlib provinc  syrian regim jet pound town khan shaykhun medic attend victim said bore sign gas attack war monitor syrian observatori human right sohr said kill die suffoc effect toxic gas weapon use caus mani peopl choke faint foam come mouth sohr said cite medic sourc describ air strike `` toxic gas attack '' fifteen victim most women children brought turkey treatment intern condemn turkey foreign minist mevlut cavusoglu said turkey condemn suspect chemic attack describ crime human said attack could derail process syrian peac talk held astana kazakhstan eus diplomat chief federica mogherini said regim bashar al assad bear `` prii respons '' attack `` today news aw '' mogherini said interview media organis brussel sidelin eu-un confer meant focus post-conflict situat syria french presid francoi holland accus assad regim respons `` massacr '' `` syrian regim deni evid respons massacr '' holland said statement white hous also blame attack regim say incid `` reprehens ignor civilis world '' `` heinous action bashar al-assad regim consequ last administr weak irresolut '' white hous spokesman sean spicer told brief british foreign secretari bori johnson also condemn attack say respons `` held account '' draw critic around world idlib also trend global social media site twitter russia deni involv turkish presid recep tayyip erdogan russian presid vladimir putin discuss  attack turkish presidenti sourc said `` presid erdogan touch use chemic weapon civilian idlib presid erdogan said inhuman attack unaccept '' statement top residenti sourc said howev russia categor deni involv `` plane russian air forc carri strike near khan shaykhun idlib provinc '' said statement russia defenc ministri two leader also emphasis import mainten ongo ceasefir syria trt world shamim chowdhuri latest gaziantep near turkish-syria border `` toxic gas attack '' kill least 58 idlib youtub opposit demand un investig syria opposit nation coalit demand un investig attack `` nation coalit demand un secur council conven emerg session ... open immedi investig take necessari measur ensur offici perpetr support held account '' bodi said statement opposit said  attack `` call question '' peac process `` unit nation deter regim carri crime achiev process lead polit transit syria '' said mohamad sabra head negoti main opposit high negoti committe hnc particip recent peac talk geneva regim militari sourc deni forc use weapon say armi `` '' use chemic weapon `` past futur '' meanwhil rocket slam hospit northwestern syria  dor treat victim suspect chemic attack destroy part build projectil hit build khan shaykhun bring rubbl top medic trt world spoke idlib-bas syrian activist ahmad ibrahim suspect gas attack rebel-held idlib kill least 58 youtub sourc trtworld agenc,0
syrian civil defenc volunt relat tri identifi bodi victim trt world agenc air strike syrian regim rebel-held region near damascus kill least 22 civilian  syrian observatori human right said highest toll douma largest town eastern ghouta region raid kill 16 civilian includ least one child wound 22 said wit town hospit said saw mani wound peopl face bloodi facil bed occupi men women children five civilian kill town sabqa one town harasta also eastern ghouta observatori said devast regim sieg eastern ghouta region adjac capit eastern neighbourhood jobar divid regim rebel control last month arm opposit launch surpris assault regim forc jobar repel week fight eastern ghouta devast regim sieg sinc 2012 target regular air strike artilleri last remain opposit stronghold near damascus string local `` reconcili deal '' seen villag town brought back control regim leader bashar al assad regim fight push rebel five neighbourhood damascus rebel control almost qabun tishreen northeast well half jobar east also present barzeh north tadamun south neighbourhood cover truce regim sourc trtworld agenc,1
hospit khan shaykhun rebel-held town northwestern syrian idlib provinc toxic gas attack trt world agenc air strike struck syria town urum al-joz rebel-control idlib provinc  accord syrian observatori human right civil defenc rescu servic attack believ carri russian aircraft kill least 18 peopl includ five children said observatori death toll expect rise ad civil defenc servic said two air raid town  afternoon kill 19 wound 22 pressur mount assad turkey remain commit ceasefir syria russia must stop insist bashar al assad remain offic turkish foreign minist mevlut cavusoglu said  cavusoglu also said told russian counterpart moscow take necessari step face breach syrian ceasefir meanwhil iraq influenti shia cleric moqtada al sadr also call regim leader step spare countri bloodsh sadr command larg follow among urban poor baghdad southern citi first iraqi shia polit leader urg assad step defeat daesh top prioriti unit state syria defeat daesh secretari state rex tillerson said tv interview  `` daesh threat reduc elimin think turn attent direct stabilis situat syria '' said british foreign secretari bori johnson cancel visit moscow schedul  10 poison gas attack syria decis johnson cancel visit moscow later month show lack understand event syria russia foreign ministri said  syrian regim russian iranian backer vow keep fight `` terrorist '' despit threat us strike regim follow chemic attack us launch cruis missil attack syrian air base respons attack  score peopl die mani injur  regim air strike drop chemic bomb onto town khan shaykhun regim deni respons say air strike hit rebel depot contain chemic materi sourc trtworld agenc,0
least 24 peopl kill  daesh attack near refuge camp syrian side border iraq britain-bas war monitor said syrian observatori human right said milit sneak villag rajm sleibi hous camp displac peopl flee daesh-held area syria iraq villag lie hasakeh provinc frontlin ar area daesh-held place south `` least five suicid attack blew outsid insid camp iraqi refuge displac syrian hasakeh provinc '' observatori chief rami abdel rahman said dead includ displac children heavi clash erupt daesh fighter member us-back syrian democrat forc sdf allianc kurdish arab fighter whose combat among dead abdel rahman said sdf domin ypg arm wing pyd syrian affili pkk list terrorist organis turkey us eu redur khalil one spokesperson within sdf said attack came hour daesh suicid bomber dress civilian cloth enter town shaddadeh engag sdf forc trigger clash daesh attack array forc syria iraq syria sdf fight recaptur town tabqa group tabqa import stronghold milit locat 40 kilometr 25 mile southeast daesh de facto capit citi raqqa iraq extremist group fight surviv iraqi forc alli last neighbourhood still hold western part mosul iraq second largest citi chemic attack human right watch  accus syrian govern forc like drop bomb contain nerv agent least three time elsewher countri  4 attack kill dozen peopl spark retaliatori us strike bashar al assad forc also step chlorin gas attack begun use surface-fir rocket fill chlorin fight near damascus us-bas right group said new report `` govern use nerv agent dead escal part clear pattern '' said kenneth roth human right watch execut director `` last six month govern use warplan helicopt ground forc deliv chlorin sarin damascus hama idlib aleppo '' organis prohibit chemic weapon global watchdog said sarin similar ban toxin use  4 strike human right watch said  4 attack khan shaykhun govern warplan also appear drop nerv agent eastern hama decemb 11 northern hama near khan shaykhun  three suspect attack hama human right watch said 64 peopl die exposur nerv agent warplan attack territori control daesh eastern hama decemb 11 decemb 12 activist local resid provid name victim human right watch interview four wit two medic personnel alleg attack third suspect nerv agent attack northern hama  30 caus death injur dozen civilian combat accord resid medic personnel report said alleg attack systemat case direct civilian would meet legal criteria characteris crime human right group said syrian regim deni accus syrian regim repeat deni use chemic weapon syrian un mission immedi avail comment alleg human right watch cite interview wit medic personnel last month assad told afp interview suspect sarin attack khan shaykhun `` 100 percent '' fabric serv pretext us missil strike syrian airfield sourc trtworld agenc,1
